"","Item","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"1","ate the seeds birds",0.0016076417944046,0.0131918426546505,0.00322011288237393,0.0136247321735403,0.00521276546404495,0.0297867442960113,0.0327842466571206,0.0331736042892769,0.0334186900583711,0.0350704178965205,0.0485809969455261,0.0544121472395008,0.089463653962293,0.0604415289835465,0.0987939632804538,0.447216911422365
"2","ate the seeds butterflies",0.135791663436402,0.0365472485661277,0.00863284625405553,0.0189511267692353,0.0226697072854071,0.0362574389557431,0.0293616857801366,0.0619725212891282,0.0974568523187193,0.111907724028999,0.078795175438018,0.0325303125743745,0.0398052542440421,0.0423092770987689,0.0511321987448412,0.195878967216001
"3","ate the seeds dogs",0.164353382747685,0.0536752456970109,0.0871656374702594,0.146582759610562,0.0604642433895571,0.0479824359275088,0.0203476525765626,0.018630181186155,0.0306127412374446,0.0227080629987335,0.0575115419295826,0.0261220616011875,0.0617263124845561,0.0611194917140623,0.0199849628559423,0.121013286573191
"4","beeped houses",0.481674959451937,0.0940582624506768,0.0320734288414986,0.0391210521396009,0.0273042496296037,0.0546136795985747,0.0281181229837291,0.0458523770744764,0.0869325114198933,0.0126890353246643,0.0180143714972575,0.00421164355105458,0.01681831203106,0.00279675310704511,0.00631219783890913,0.0494090430600189
"5","beeped new cars",0.0742947952672592,0.0256187095298281,0.0363610028788924,0.0519335256043359,0.0547652101660075,0.0665570342879497,0.0407640619114551,0.0535447263786186,0.0659321964079158,0.0359463447268617,0.00761293650559537,0.0376214492487698,0.0821197837414627,0.0713873554729751,0.060087916463347,0.235452951408726
"6","beeped old cars",0.384396880933663,0.0908061389864871,0.0970203835134314,0.0496892913653533,0.0325778351035469,0.0320172196448561,0.0443317323867796,0.0517386886571752,0.102802290686302,0.0397064077596529,0.0399003271536743,0.00613188644989243,0.0125668780892138,0.00287314560295319,0.0120166940030506,0.00142419966396838
"7","blew away backpacks",0.25662324455144,0.152037319773567,0.117524883730219,0.106662169026447,0.0885297606116392,0.0633276758995829,0.0629446903563057,0.0344789375157869,0.0523412968384328,0.0119396004783237,0.00552223972670338,0.0148229665949392,0.0145034409957697,0.00365417161975408,0.00320575796377085,0.0118818443173185
"8","blew away hats",0.000199976245961713,0.000829634544024516,0.00344292423880361,0.0142889387356339,0.0087717187766897,0.0242298349237085,0.0470961296871905,0.0815184353203237,0.0582146623489667,0.073054365568276,0.11099159233028,0.111149394959921,0.124436881684279,0.0815645650978511,0.0821399964722528,0.178070949065837
"9","blew away napkins",1.03444779080989e-07,1.03631423605918e-07,1.07448535703892e-07,1.85513213861821e-07,1.78203273424363e-06,3.4432837670679e-05,0.000702182307305857,0.0143584874142126,0.01631859240458,0.0428447090229674,0.0300170861402836,0.0178512145635135,0.058605075218901,0.0742458599763983,0.076801959391259,0.668218118652221
"10","broke boxes",0.0143894063298675,0.00171331524103601,0.000227652189901159,0.000228276827940284,0.00171926920223678,0.0144395800443835,0.00213259472263294,0.00375471154881172,0.0299013675777183,0.0126710497528186,0.0782055277355905,0.0578473123128112,0.0573071896450597,0.0730571550685093,0.0886298680011706,0.563775723799512
"11","broke logs",0.17116165957341,0.0464206647294297,0.043265087553021,0.0290148559331239,0.118150574460294,0.0885550684815277,0.0516296857242678,0.0649891062583013,0.117140382949187,0.0431476454351453,0.066722895782038,0.0322881242705293,0.0157341271164099,0.00511203433167746,0.0320013159721024,0.0746667714295346
"12","broke sunglasses",1.05811318400404e-07,1.06169395932305e-07,1.10618234071404e-07,1.65891628866213e-07,8.52621079706829e-07,9.38470673144872e-06,0.000115389313756166,0.00143241508789038,0.0177954481523814,0.0032133728712864,0.0223857665547859,0.0588330583996351,0.0596634488867648,0.0335999570276026,0.142613286892647,0.660337130994862
"13","burnt books",4.37614191472221e-07,4.89380176077008e-06,6.91382050426785e-05,0.000995343237677526,0.0143483470583184,0.00106468800623279,0.0010736846498938,0.0144876714338839,0.00300463591953303,0.0290369528721941,0.00604582092141036,0.0585430723735439,0.0188528802686134,0.00877080449405049,0.108201969353985,0.735499659789669
"14","burnt matches",2.24581400576533e-07,1.40281839948227e-06,1.44769140751889e-05,0.000159551273390231,0.00176934289896152,0.0196321071392771,0.0196331891821526,0.00178252915032633,0.000305976449796895,0.00163926721928358,0.0180305980823426,0.00184807872530931,0.00264183398472645,0.0277036495016706,0.109052528295517,0.795785243783371
"15","burnt rocks",0.463110794769862,0.0654970178298487,0.0624611556012711,0.0343259855250637,0.0304178558320664,0.00430329474510475,0.0293160140794383,0.019031043043617,0.0430537440416546,0.00319648943894172,0.0013162830534507,0.0150739199472297,0.016123654150174,0.0169376417356318,0.0271870739243161,0.168648032282329
"16","decomposed banana peels",0.0162347822316147,0.0163916147027948,0.00338510048651282,0.0148068312302043,0.00162841801472345,0.000200920869748674,0.000222619885029383,0.00185010884328314,0.0168283747407901,0.0217952299075943,0.052594634482827,0.0685849148204866,0.0537072178627264,0.0320495001909068,0.110225615022592,0.589494116708166
"17","decomposed pinecones",0.132217197029598,0.0162009885610115,0.0202025325296628,0.0221788379782794,0.0367705711880957,0.020387910798448,0.00335331244358446,0.0111596108145574,0.101636636528472,0.0349261997342024,0.0752649076983121,0.0664254261064035,0.0946108253806311,0.0652476826467205,0.0641845807142701,0.235232779847751
"18","decomposed soda cans",0.716720868305182,0.0437096353997343,0.00302068575111839,0.0287937334399321,0.0292735590826626,0.015017785636791,0.00177636862227017,0.0276181890040486,0.00230123573395804,0.0276161920746191,0.0017284362446837,0.0138692597749871,0.00175337890537512,0.028214891764567,0.0166469058630619,0.0419388743970093
"19","dissolved carrots",0.716880316762181,0.0995779644107373,0.0421154791198207,0.0066699766528872,0.017844757467472,0.017569910784596,0.00392434445073361,0.0177079530145074,0.0190857138404751,0.0176877431974782,0.00374266453107619,0.0159568750774813,0.00352575203953053,0.0157377678968732,0.00177295966379767,0.000199821090352295
"20","dissolved oreos",0.133336014729864,0.009176496716003,0.0171208541103044,0.0305538276708009,0.00187458916585908,0.000180548993751812,0.00108420832879666,0.0175946984390022,0.0464152946658443,0.0204835804285551,0.0484504820066525,0.0509637460217828,0.064204464414273,0.0378040926012576,0.0736667357030779,0.447090366004174
"21","dissolved sugar cubes",1.02312658777356e-07,1.02857371975808e-07,1.22208667284138e-07,8.09676184455819e-07,2.52324127318509e-05,0.000892866221696989,0.0317161290038376,0.00133944402277374,0.015902773634499,0.00136457477262191,0.0326096228490003,0.0326348437422571,0.00228649445244428,0.0486553076682553,0.0395014120756484,0.793070162089351
"22","exploded balls of tin foil",0.111980465217951,0.0232449936002359,0.000989397358517895,0.000141702457588381,0.00235816068226173,0.0556019620414701,0.00245747560679417,0.00248946399027621,0.0563901418693454,0.0209583999265792,0.00252564280118724,0.0387444688721104,0.040315631007809,0.0412383930836286,0.0614809242637308,0.539082777220514
"23","exploded candles",0.754202367988199,0.116876029789472,0.0136223153740877,0.00330144455912596,0.0155028013091708,0.00182926464687424,0.000634510922185141,0.00376774091726834,0.0326043461169818,0.020598796288925,0.0174840382577375,0.00201069920312845,0.000253918377088929,0.000228658623516438,0.00176259390114675,0.0153204737250921
"24","exploded CDs",0.266793968668674,0.0496106066933885,0.00506753652379879,0.0174152056664374,0.0331157344812407,0.0362729248128553,0.0623317294685415,0.019523670667642,0.00373965845313969,0.0299386446151977,0.00792593260137571,0.0748944275094294,0.0218722527057444,0.0222410427799956,0.0801411077561691,0.26911555659637
"25","exploded eggs",0.0811902828208275,0.033467423656081,0.00437023196296468,0.0156510847560243,0.0262412982153453,0.133989743869578,0.0267554256078898,0.0214296484348561,0.0688045953035294,0.0254087213466921,0.0714784388866822,0.0514824634307939,0.0712643701334169,0.0230026835818695,0.0419758675839381,0.303487720409511
"26","exploded fireworks",0.0110180893532506,0.00280498871269797,0.00280894170644553,0.0110415288535077,0.00244721591742048,0.00102184095364231,0.00258968729655269,0.0117438495841194,0.00612860013648169,0.0184671121824948,0.0849057554064767,0.05586674602682,0.0921454839797373,0.15250249299842,0.217063590852105,0.327444076039828
"27","exploded gas tanks",0.0146546248226605,0.00253060187840507,0.00446053181015204,0.0311629368490531,0.0185544609403817,0.0028017669404054,0.0026090332095244,0.0169058474259448,0.0189023077171158,0.0196864352917446,0.0236131493116422,0.0524907915333137,0.0543169253789632,0.0392336062153022,0.135854735072176,0.562222245603216
"28","fell down block towers",0.0268639125294214,0.00232906457285257,0.00139940922656309,0.0146524169802974,0.0156900022590357,0.0150286193028799,0.00596481564761087,0.0573563899219299,0.0471868470260053,0.0331067562994159,0.0331312969527282,0.0475092009821156,0.0612437783895579,0.0528178968386937,0.0975550197639918,0.488164573306901
"29","fell down card towers",0.0500533916805255,0.00142830885794972,4.08545012775372e-05,1.26558599665436e-06,1.47008837051191e-07,5.02063902081113e-07,1.40741233009036e-05,0.000489756216610652,0.0171606342158201,0.0171617651745618,0.000530555316974273,0.00144396308737497,0.0501127596919403,0.00349497522737774,0.0724693776959629,0.785597669551588
"30","fell down shelves",0.0503163321503432,0.0351152276035236,0.0584818305601633,0.0897421602904532,0.116381683162271,0.0730414213096211,0.0710890931572302,0.0638190656163152,0.0767210258567203,0.0972614969812343,0.0882650075233928,0.0712495346172615,0.0492854564513061,0.0140589295402595,0.0111746065689471,0.0339971286109575
"31","flashed cameras",0.0143284856662726,0.0146379436623973,0.00456900964648542,0.0185835414005933,0.0430175819595703,0.0315932544992925,0.0116279129029726,0.0529546882230711,0.198340113481647,0.0761554543215779,0.0927876546740471,0.0732971616895835,0.0900201122990288,0.0560321941817893,0.0547880900538334,0.167266801337838
"32","flashed phones",0.0379030826263281,0.00947578530059324,0.0181793018309906,0.0286999092306523,0.0128442225426791,0.0473186960958072,0.0589565074815386,0.0933608526638531,0.146508884235456,0.0795692588800027,0.116167998915985,0.122043523384768,0.0508005174179989,0.0397832710217585,0.0458202951816092,0.0925678931899804
"33","flashed webcams",0.262186733431042,0.035241216628974,0.0492724143735344,0.0207098402086542,0.0360661713213217,0.0666635794626092,0.053583464841831,0.0563710850786563,0.112828938783938,0.0408825895811989,0.0494920407589434,0.0184860403951565,0.00124233062731878,0.000844281733466834,0.0118940125538531,0.184235260219502
"34","froze berries",7.78953925806642e-05,0.00102430017573249,0.0134850112718287,0.00102430551859464,7.79661444517553e-05,6.94647884424699e-06,1.2820970040343e-05,0.000161632506784518,0.00212636746985832,0.0279951979659617,0.0155477415877697,0.00136873523009385,0.00257628304744125,0.0327460196765115,0.0780097102846867,0.82375906627882
"35","froze bottles of hand soap",0.128012496159176,0.00587593047846427,0.00249293060605405,0.0494912848360868,0.03489316555148,0.0176093341700891,0.00227089411749766,0.0328263336256527,0.0189242977137164,0.0335437598941663,0.0182053099309526,0.0168572357571168,0.00225424730912809,0.0332086976447658,0.02743345105558,0.576100631150073
"36","froze chocolate bars",2.41427492107634e-07,1.53869122710524e-06,1.54291309370708e-05,0.000164160888505659,0.00175670483753349,0.0188088547686978,0.0189587722804316,0.00352586393062314,0.0191227246638081,0.0205796853638387,0.020719287440147,0.0207701525050168,0.0211799380694391,0.0255551191527338,0.0724011548336067,0.756440372015962
"37","got stained white carpets",1.03636675904743e-07,1.05362921276219e-07,1.47081260734068e-07,1.15529241998087e-06,2.55208293718254e-05,0.000614365126032071,0.0148450224021095,0.0154814180455132,0.0166569292018812,0.0444778667551066,0.030250284498151,0.00127854853037436,0.000699126499621399,0.0156439383490841,0.0347371939148051,0.825288274474672
"38","got stained white shirts",1.02093269879524e-07,1.02108567307058e-07,1.02678564570437e-07,1.23917225746494e-07,9.15290724413867e-07,3.04026491412925e-05,0.00112913075650105,0.0420688255516556,0.00115942042346181,0.00115983847113788,0.0420848316882092,0.00172554673868919,0.0222534516982094,0.044872238387327,0.0845682686497567,0.758946698897559
"39","got stained white tablecloths",0.00132032994126434,0.0134538786952944,0.00134686307250515,0.000402652373161678,0.00279499755116859,0.028353253622653,0.0174125153393227,0.015043037710076,0.00160500723933457,0.00146945299719197,0.0135128108691977,0.00180407359070787,0.00504780744516229,0.0501302455602545,0.103461543642479,0.742841530350226
"40","had the letter Z in them birthday cards",0.132116525034478,0.234623439997612,0.21738892857277,0.121647085350879,0.0853340031674303,0.0565514924648073,0.0462978322072227,0.0277261397797959,0.0385694047524764,0.0208595040066178,0.0145858330718293,0.00332220823229445,0.000756759740539828,0.00017244287473432,3.9356515463371e-05,9.04423104970876e-06
"41","had the letter Z in them love notes",0.0694494700655187,0.0833067298165595,0.128567597115235,0.121845472044756,0.0780276090513858,0.059253570724254,0.0658916120346785,0.059967750667738,0.0573309132993033,0.0548044889172856,0.0493448815801227,0.0573603070882451,0.0425361246783428,0.0329844320173081,0.017198257740751,0.0221307831585154
"42","had the letter Z in them novels",0.00281588181223985,0.0480408149474007,0.0343984855355132,0.0173641676368317,0.00112671272301002,0.00192343644706552,0.0318006973852017,0.019007752533848,0.0318624594942616,0.0029807956818861,0.0191668025175914,0.0634052761314865,0.0193396204516888,0.00593941612639007,0.0823408368794011,0.618486843696184
"43","honked bicyclists",0.226199046464526,0.129400942834705,0.0390484151409096,0.0332425020386659,0.0323143632592181,0.0328659969679419,0.0369169851452383,0.0592983698327768,0.123537612568914,0.0559305255150049,0.0762641631785143,0.0837432841922146,0.0473367857665252,0.00899568083330725,0.003588209136377,0.0113171171251611
"44","honked bus drivers",0.0124343357844719,0.0128843525236295,0.0052672857076077,0.0156583159442284,0.0274662337559271,0.0810614170658664,0.0469776083405754,0.0692716231576198,0.0678129441630137,0.0376144581993058,0.0838992495592568,0.104324739489271,0.116606777261436,0.110619365138553,0.0658919939218696,0.142209299987369
"45","honked taxi drivers",0.00096709118370204,0.00377697362746278,0.0147518632989648,0.00659625225343723,0.0127004957727763,0.0462610307100969,0.0267659776847175,0.0651346274578637,0.0402279727501021,0.0512662527285465,0.0710909995550366,0.0915387370811894,0.105792799357483,0.144668279545508,0.139143393500215,0.179317253492898
"46","landed flat coins",0.0141422786945608,0.00391835492180143,0.0144558828219562,0.00426444608832182,0.0166682809014787,0.0200658991877872,0.032460129508067,0.0221985928338651,0.032234089502823,0.0184161097469334,0.00485306654462693,0.0170041953273849,0.021929004355414,0.0457223886861328,0.117132225616316,0.614535055262531
"47","landed flat notebooks",3.42307339487544e-05,0.00025684257160278,0.00193162871836154,0.0145316263956384,0.0176653767072864,0.0290582073927961,0.021490601019949,0.0438185641716757,0.0390141987570748,0.0715631393565727,0.0505896559242584,0.0407829451726365,0.0783340420022443,0.100660746407924,0.142388447500214,0.347879747167817
"48","landed flat pancakes",1.02219759460017e-07,1.04150984898385e-07,1.3365908816768e-07,5.84527299228262e-07,7.47355509914426e-06,0.000112734256261415,0.00172106209742762,0.0262954608626671,0.154086637304902,0.108916298015893,0.0310678692810587,0.12012361908845,0.0783694252867825,0.0916768968970128,0.0899405172870051,0.29768108151031
"49","laughed comedians",0.0100487886464279,0.0102819047035012,0.0189337031553952,0.029227317429419,0.0495911022038098,0.0828379008060981,0.0730245398481808,0.0952813624079688,0.140110309228644,0.133329783102467,0.097109749574523,0.0710980021524557,0.0617180882950948,0.0474288746957741,0.0442522549486623,0.0357263188015783
"50","laughed kids",0.0012260752618959,0.00364842162551307,0.0108569763744743,0.0083350253449646,0.0167476102542698,0.0471311512245176,0.0674249121641843,0.0802785831077121,0.126528392816902,0.123007745986708,0.137018649806904,0.11502120285888,0.124051382396667,0.0560879558751875,0.0377322766433364,0.0449036382578834
"51","laughed lawyers",0.0311447097796749,0.0271580629092394,0.0155103942244027,0.025790025216671,0.0264746041896384,0.0415594038220901,0.0463152633802942,0.0935205957262725,0.157800935064371,0.122783865258818,0.123184576368728,0.113514632613859,0.0801033848569875,0.0447988866913802,0.026772654729032,0.0235680051685422
"52","lit up cd-players",0.00227951539995135,0.0144172272033605,0.0160804516797941,0.0147254978004851,0.0042780473305538,0.013008791779353,0.00495097053338667,0.0190880887197911,0.0436903985713339,0.0388369953750787,0.0578769322585579,0.0359529402051748,0.10010001575895,0.0872498915813011,0.165116115671128,0.3823481201318
"53","lit up computers",1.26849316669504e-07,3.08576270281898e-07,2.11620165162426e-06,2.00965257275035e-05,0.000198945560052061,0.0019779444781938,0.0196735231135597,0.0503752968468051,0.0505248510186995,0.021325717450643,0.0184287535068092,0.0185207460037257,0.0223420012529221,0.0606439334867359,0.151030130330804,0.584935508798084
"54","lit up flashlights",4.55556585671471e-06,3.36152354922489e-05,0.000252461592589917,0.00190057833361285,0.014312431233809,0.0024392226468403,0.00438047883656553,0.0311309242742206,0.0235054705024635,0.0436617222921575,0.100412960807606,0.0937980562903963,0.0916980778728538,0.0822193434028621,0.117023001411867,0.393227099700807
"55","melted crayons",0.00185827946426654,0.0137964303588333,0.00210787230908867,0.00213714096217979,0.0140469514036545,0.00372279048640774,0.0140943736553869,0.00249562300726623,0.00477034619165144,0.0335645565523241,0.0483047796208794,0.0306117952723149,0.0827748301356201,0.0934852424460809,0.122286108884519,0.529942879249527
"56","melted ice cubes",1.04713935493802e-07,1.05671396707512e-07,1.228535248639e-07,4.31195548284813e-07,5.96454988844319e-06,0.000105263406119769,0.00188723185467701,0.0338655614364006,0.0201371769640678,0.0348288876509034,0.019228291062758,0.0175044949661633,0.00207463715197026,0.0198398562138992,0.0612676719698235,0.789254198338923
"57","melted pencils",0.675642143346322,0.0439422472051912,0.0185349832015138,0.0187199261185076,0.0470488297516681,0.0341040099326477,0.0314222069396628,0.00200118744928551,0.000190144070021683,0.00100116760284979,0.0156243723369241,0.0156805692369042,0.0019451362147975,0.0150463112144941,0.00560466785885034,0.0734920975203596
"58","popped balloons",2.1476968808821e-07,1.26779038439005e-06,1.26357048222773e-05,0.000135358343722891,0.00146021403128291,0.0157627307354877,0.00289775065256106,0.0157874856064343,0.00172974900151787,0.0030453430776135,0.0314274771276601,0.00460467061188341,0.018707955086412,0.0318213650174613,0.160498972556934,0.712106809886135
"59","popped bubbles",1.03923081003091e-07,1.03924202898169e-07,1.03947941079927e-07,1.04450217348202e-07,1.15077882610936e-07,3.3994868792427e-07,5.09799081967827e-06,0.000105773420411355,0.00223596517634948,0.047308699759862,0.00301628240663978,0.0166533870734694,0.0174756672369542,0.0212760532876587,0.101045765276052,0.790876437099771
"60","popped eggs",0.206999617820157,0.0115577608413319,0.0447778938254503,0.00212543935328644,0.00152162630781336,0.0310203421176547,0.0330530732221576,0.0478362985195283,0.0472558091618933,0.0198269390513874,0.0640689727116647,0.093509640610147,0.0494319828436797,0.0215603565673205,0.0996543564659432,0.225799890580585
"61","ran out of batteries bike lights",0.0293203777463052,0.00157678110382959,0.00157903512701586,0.0293668053398528,0.00240774749140709,0.0178176007017396,0.0610076776016547,0.0347241454530067,0.0479704120624807,0.0480837379655555,0.0370583933872875,0.106640139050621,0.0524746853268342,0.0644409410153594,0.067350975162945,0.398180545464105
"62","ran out of batteries laptops",1.04174266847572e-07,1.20209695207086e-07,3.87500011921285e-07,4.84289164895145e-06,7.91086371624471e-05,0.00131702471862093,0.0219515206647373,0.0426511937188721,0.0450446170348563,0.0643838721603366,0.0622603063060657,0.00739649513736245,0.061472131380697,0.0511987080403671,0.148513050399402,0.493726517025897
"63","ran out of batteries phones",0.023251452498252,0.00518842365877096,0.0197763024540219,0.0664223457214549,0.0690912314396665,0.044578671172427,0.0234163749036544,0.0572197833280904,0.0815294083316267,0.0645364368561974,0.0840945168629068,0.078492626029195,0.104873722795719,0.0520685611550091,0.0497487022794773,0.175711440513531
"64","reflected the sunlight diamonds",0.0258706329781497,0.000387721828713482,5.90972354808414e-06,2.33129688925937e-07,3.09349732487104e-06,0.00019971933161025,0.013322987659162,0.0260644432773236,0.000390628322758248,6.127920283932e-06,1.18927705878116e-05,0.000781236636141297,0.0521344736525576,0.0270255323857877,0.0257384598020298,0.828056907084333
"65","reflected the sunlight mirrors",1.08640649527671e-07,1.5234641901241e-07,7.35296708986648e-07,8.51072417742885e-06,0.000112219862601011,0.00149549884452387,0.0199457605178427,0.0212424962886889,0.0201853982195617,0.00470976796969077,0.0429856897182102,0.0822696177814034,0.0813224188544078,0.0293336774642908,0.0673360444444761,0.629051903026348
"66","reflected the sunlight phone screens",0.0160328410833595,0.00198323614356104,0.000480342584529503,0.00201575980781294,0.0163036568289133,0.00417664976717141,0.0184734881560428,0.0200833577276359,0.0191914673451978,0.01015506806276,0.0653663479668394,0.0158799670694179,0.0668611512006358,0.0226018898317179,0.121337978664055,0.59905679776035
"67","rhymed limericks",2.3228940379343e-07,3.18350595564198e-06,7.30091155862658e-05,0.00172507892294566,0.0408129531688941,0.0298364520120281,0.0425123803166742,0.0420052522441679,0.0173092696033945,0.0563293164257183,0.0700932081105673,0.0453766648459186,0.0696383597564171,0.0455484067739112,0.0741638707659809,0.464572362142436
"68","rhymed poems",0.0103810175005325,0.00723024972284451,0.0127679813242193,0.0112836790447204,0.0233589022132668,0.0411392535280812,0.0636262164048269,0.095477232657409,0.107872067924273,0.0933404043433553,0.101515228063021,0.0751245070254581,0.0942806448074478,0.0925426560647329,0.0678219911271183,0.102237968248694
"69","rhymed songs",0.0035000775137527,0.0109889723525738,0.0345018544351732,0.0482089368259786,0.0420397544770962,0.0370565506589944,0.0560509644837652,0.0966625262852742,0.127936616874794,0.0752445461000806,0.0721577355415982,0.0841168378678487,0.0985024806296447,0.0761755215217931,0.0747532174144434,0.0621034070171887
"70","ripped books",0.00182622932276308,0.0172986518810513,0.00365145938830947,0.0176756431173451,0.00543719778920274,0.0344031477794912,0.00365927930424832,0.000646049410645912,0.00252803177177643,0.0235676195914842,0.0629962642345826,0.0991901152021803,0.0860107992845647,0.0837950581415507,0.0757511449043641,0.48156330887644
"71","ripped shirts",0.000584169648921561,0.00287767390664208,0.0141773052269877,0.0112482353302926,0.0435232180080238,0.0362153008679793,0.0250524563730162,0.0336976239988116,0.0892081832967183,0.0723190412235085,0.105971280544865,0.0610883777198882,0.0901975379192156,0.108603514996481,0.115312702900536,0.189923378038113
"72","ripped shoes",0.0104698902649631,0.00417261029799911,0.0143209595996126,0.0246960838703364,0.0199729458387142,0.0377534749852933,0.0356826640139541,0.06181639638277,0.106723207053215,0.0663108497978662,0.118603965828201,0.0761872254262699,0.109185139581505,0.066567413604296,0.0614485543595621,0.186088619095442
"73","rolled shopping carts",0.0127685016240973,0.0020995209345865,0.00213282390734545,0.0130381808612601,0.00371705778205663,0.0133440211765504,0.00430360282716386,0.0172013325315483,0.0310952998187701,0.0301221670332599,0.0093211439023235,0.0360364523260248,0.073073434150523,0.0491634228061105,0.189184480641904,0.513398557676475
"74","rolled toy cars",1.04494619455692e-07,1.19868391473341e-07,3.65821110242851e-07,4.30062252401891e-06,6.72503725544845e-05,0.00107433322431531,0.017185848676241,0.0324651874743002,0.0192747461178086,0.0346235083691576,0.0518500137421934,0.0706952024447287,0.113659850877556,0.0574295561266544,0.0812702697448808,0.520399342022964
"75","rolled wheelchairs",0.00193197849084687,0.0156785266080255,0.00193285643875506,0.000245385311284272,8.81581632299602e-05,0.000480251337673963,0.00386789295290155,0.0313862231081868,0.00410279377789248,0.00241557455383977,0.0157981819726036,0.00243508835238094,0.00426356591376627,0.0326912940448467,0.139767672403229,0.742914556570537
"76","sank balloons",0.680972883457898,0.111267896611268,0.0636073926458554,0.0194717697923799,0.0150552511308762,0.00230858608624715,0.0146768920485098,0.0145987166250463,0.00122355497285659,0.00115883323760551,0.0137004151723796,0.00317199396187277,0.0271519380907799,0.00228522075643289,0.00227927272101227,0.0270693826889797
"77","sank cups",0.256700408670703,0.0527751220264508,0.0386973593946532,0.063776213068024,0.0213944668064431,0.0204889492962693,0.0513668379546917,0.069484831877392,0.0812483101654624,0.0250427716259731,0.049365573968697,0.0395065912868068,0.0774663888891028,0.0069748029044453,0.0111416574676775,0.134569714597208
"78","sank marbles",0.00162960917807608,0.016763180411843,0.00162977043262098,0.000160182724660076,3.2733628264149e-05,0.000178832653734766,0.00182343967593141,0.0187556789249004,0.0221269397651461,0.0402033878585103,0.0537299736376054,0.00530355754497151,0.00134364558207821,0.0086485565816823,0.0884659466120602,0.739204564787915
"79","stopped bicycles",0.0139008656742255,0.00286013533789682,0.000719564237841419,0.000817866461711859,0.00346095066117761,0.0168738832881747,0.0174292873387591,0.00685553575869387,0.0176153096957763,0.017824814686304,0.00813601349009077,0.0237654820099018,0.0479835255082833,0.0907874070724539,0.220012030068718,0.510957328709991
"80","stopped cars",0.0137292634172752,0.00158264080205702,0.000203749468799257,0.000210451741604312,0.00164835066741417,0.0143010784735057,0.00654878187080199,0.0433544203907154,0.0220163840687622,0.0327691636993432,0.0310654367071726,0.00531284565468382,0.0157087353620432,0.0152774625342349,0.118795087509033,0.677476147632554
"81","stopped motorcycles",0.0298337683649804,0.0169248482475728,0.00159035354851724,0.000150730641611074,2.71933042610197e-05,0.000140327094268265,0.00147864487303983,0.0157357736010147,0.0171777210593628,0.0184035843698096,0.0301244132428444,0.00444515264336973,0.0176047316975833,0.0342792561027888,0.200163321888478,0.611920179320498
"82","stuck beads",0.00029262724802127,0.00108934151379218,0.00405601882263269,0.015102857862565,0.00794799302838812,0.0166268601488413,0.010140132609373,0.0238543057883535,0.0368013629046998,0.0747743619882673,0.0685549509787411,0.102331491150889,0.0985254674166544,0.146133178289416,0.146841173737681,0.246927876511685
"83","stuck sequins",4.63362647555713e-05,0.000319017104920624,0.00220005778609536,0.0151760851523473,0.0170202941500866,0.0170335588960279,0.0152827773026862,0.00293825640928935,0.0054116692616745,0.0351771452057551,0.0670132493847498,0.0861413181131808,0.101361052736998,0.101761306451188,0.177029300472309,0.356088575307935
"84","stuck stickers",0.0119136110722642,0.00137567944292477,0.000161234191637742,3.88852434180771e-05,0.000179363500302792,0.00153481672543445,0.0132923731262239,0.0133189105333819,0.00179429687398437,0.00243051723230275,0.0195398104164805,0.0672625980798331,0.0617605088490167,0.067565604098477,0.124024246597643,0.613807544016675
"85","stuck to the wall baseballs",0.706822077963694,0.0508633702210964,0.0181310984665838,0.000883859767367318,4.53539073740189e-05,4.70089420232362e-05,0.000919553966049405,0.0188635674483326,0.0658923949577725,0.0517305456372995,0.0345882676563163,0.0173380706653672,0.000848727727088467,0.000115819626626436,0.00153141225735456,0.0313788707896547
"86","stuck to the wall cakes",0.128514402096534,0.108968121135785,0.104021860157983,0.0979640796659265,0.13785879460326,0.0852045296596408,0.0379727163830845,0.0450526825685825,0.0626273327067998,0.0139091483085281,0.00937231506878655,0.0346058193030391,0.0371500922952796,0.0250868842379531,0.0264042832659993,0.0452869385428178
"87","stuck to the wall pieces of gum",0.0461830703653943,0.0392974157831495,0.0632439551776123,0.0502319983910851,0.0550751815106128,0.0935540949670686,0.0966237132464244,0.0742858032961907,0.099572468160576,0.109059561470318,0.0850536607655997,0.0465467282650076,0.0138871843524841,0.0264760522397317,0.0281211411845104,0.0727879708242351
"88","were green bananas",0.0436676253022852,0.0160010729231482,0.0659009446790189,0.0665983488347808,0.113639991089618,0.250733335366969,0.128627423808756,0.0770604331171416,0.122553753202621,0.0248112972897214,0.0473437705501728,0.0228818540310074,0.0171757196443904,0.00256427057138992,0.000382908911191641,5.72506777878387e-05
"89","were green clovers",1.02942286021348e-07,1.17794672516518e-07,5.92571318901126e-07,1.57694497300254e-05,0.000500918919612455,0.0160093786799992,0.0160103003303312,0.000531331202729427,0.00098796899559048,0.0310782684697666,0.00194412100884511,0.0311259362608712,0.00251322567300429,0.0492882729411581,0.0873479825135507,0.762645712246534
"90","were green strawberries",0.244175093455844,0.111196794365135,0.0897498411324356,0.0825370095149127,0.0712238071710796,0.069833530242545,0.074832196092471,0.0989260490369551,0.0750180112646904,0.0278968571559948,0.0089065751194611,0.0125558841798762,0.00534042997025547,0.0116996857687339,0.00501778433093644,0.0110904511986734
